fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,is_red,quality
9.3,0.32,0.6,2.0,0.074,27.0,65.0,0.9969,3.28,0.8,10.7,1.0,6.074222056949177
8.1,0.2,0.5,8.1,0.051,51.0,205.0,0.9954,3.1,0.5,11.0,0.0,6.283843375348616
7.8,0.26,0.3,1.9,0.051,52.0,195.0,0.9928,3.23,0.5,10.9,0.0,6.133956617160832
6.7,0.24,0.3,5.4,0.03,15.0,94.0,0.9905,3.15,0.4,12.7,0.0,6.636391210853675
7.2,0.21,0.3,14.5,0.048,35.0,178.0,0.9982,3.05,0.5,8.9,0.0,6.603131210573292
11.5,0.35,0.5,3.3,0.07,10.0,37.0,1.0003,3.32,0.9,11.0,1.0,6.000642566570917
6.8,0.24,0.3,4.6,0.032,37.0,135.0,0.9927,3.2,0.4,10.6,0.0,6.043765080535759
8.6,0.42,0.4,1.8,0.068,6.0,12.0,0.9952,3.35,0.7,11.7,1.0,6.139640415469338
8.0,0.2,0.3,8.1,0.037,42.0,130.0,0.9938,3.1,0.7,11.8,0.0,6.533062921728214
5.6,0.28,0.5,5.7,0.035,52.0,155.0,0.992,3.27,0.3,12.9,0.0,7.020160243552191
6.4,0.27,0.3,3.9,0.034,62.0,140.0,0.9924,3.1,0.6,11.1,0.0,6.52504182430172
7.4,0.25,0.3,2.2,0.054,19.0,49.0,0.9967,3.4,0.8,10.9,1.0,6.1259758883658515
7.7,0.75,0.3,3.8,0.11,34.0,89.0,0.9966,3.24,0.4,9.3,0.0,4.287435064368817
3.8,0.37,0.5,1.9,0.009,1.0,6.0,0.9965,2.72,1.0,8.0,0.0,4.047056997629537
8.1,0.67,0.6,1.8,0.117,32.0,141.0,0.9968,3.17,0.6,9.4,0.0,4.403084878790775
7.8,0.87,0.3,3.8,0.107,31.0,67.0,0.9967,3.26,0.5,9.2,1.0,4.776674195467856
6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.9903,3.1,0.4,10.9,0.0,4.901435294203962
6.7,0.41,0.0,2.8,0.048,39.0,137.0,0.9942,3.24,0.3,9.5,0.0,4.931472980426422
7.6,0.56,0.1,10.4,0.074,22.0,168.0,0.9983,3.32,0.4,9.1,0.0,4.186701892900189
9.5,0.37,0.5,2.0,0.082,6.0,26.0,0.998,3.18,0.5,9.5,1.0,4.861809364315563
7.0,0.53,0.0,1.0,0.036,39.0,107.0,0.993,3.2,0.3,9.0,0.0,4.599216366499869
8.8,0.37,0.5,2.1,0.097,39.0,145.0,0.9975,3.04,1.0,9.3,0.0,3.3612725961996537
7.4,0.29,0.5,12.8,0.037,61.5,182.0,0.9981,3.02,0.3,8.8,0.0,4.979146634859796
8.1,0.67,0.6,1.8,0.117,32.0,141.0,0.9968,3.17,0.6,9.4,0.0,4.403084878790775
3.8,0.22,0.0,2.8,0.048,39.0,6.0,0.9969,3.24,0.3,8.0,0.0,4.982936079592487
6.7,0.48,0.0,0.6,0.036,36.0,107.0,0.993,3.1,0.3,9.7,0.0,4.8242002027826505
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.4,9.4,1.0,4.736144392512246
6.1,0.34,0.3,12.6,0.064,1.0,183.0,0.9994,3.66,0.2,8.9,0.0,4.995611770957845
6.1,0.6,0.1,1.8,0.05,11.0,76.0,0.9927,3.42,0.5,10.4,0.0,4.513084016054213
7.3,0.69,0.3,2.2,0.069,35.0,6.0,0.9952,3.1,0.2,9.5,0.0,4.384911381160698
8.8,0.35,0.5,1.0,0.036,14.0,56.0,0.992,2.96,0.3,10.5,0.0,4.464361737997833
7.3,0.74,0.1,1.7,0.094,10.0,45.0,0.9958,3.24,0.5,9.8,1.0,4.956690662806189
3.8,0.69,0.2,2.1,0.009,1.0,142.0,0.9962,3.32,0.2,9.3,0.0,4.74351648302352
3.8,0.08,0.0,6.4,0.009,1.0,240.0,0.9971,3.42,0.5,8.7,1.0,4.772743811848883
6.4,0.37,0.2,3.5,0.068,18.0,101.0,0.9934,3.03,0.4,9.0,0.0,4.959648822541438
9.2,0.71,0.2,6.2,0.042,15.0,93.0,0.9948,2.89,0.3,10.1,0.0,4.448792994332979
3.8,0.77,0.0,1.8,0.066,1.0,63.0,0.995,3.62,0.4,9.2,1.0,4.155859577758542
6.6,0.89,0.0,2.3,0.068,7.0,13.0,0.9958,3.53,0.6,10.8,1.0,4.848783641243956
6.7,0.41,0.0,2.8,0.048,39.0,137.0,0.9942,3.24,0.3,9.5,0.0,4.931472980426422
9.3,0.39,0.4,2.1,0.107,34.0,125.0,0.9978,3.14,1.2,9.5,0.0,3.0348346918739337
6.0,0.45,0.4,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,0.0,4.951189663042146
7.2,0.49,0.2,2.7,0.069,13.0,34.0,0.9967,3.29,0.5,9.2,1.0,4.877045915920638
3.8,0.08,0.3,0.6,0.043,1.0,93.0,0.9932,3.1,0.2,8.0,0.0,4.8965207860338404
8.0,0.81,0.2,3.4,0.076,34.0,85.0,0.9967,3.19,0.4,9.2,1.0,4.80801467431864
7.3,0.5,0.0,7.2,0.07,1.0,114.0,0.9932,3.37,0.2,9.4,0.0,3.7491261900000477
6.3,0.38,0.2,8.8,0.08,50.0,212.0,0.998,3.47,0.7,9.4,0.0,4.8892245138651145
7.3,0.74,0.1,1.7,0.094,10.0,45.0,0.9958,3.24,0.5,9.8,0.0,3.6551978420936937
8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.9925,2.95,0.4,10.1,0.0,4.896980745049666
8.1,0.52,0.3,1.9,0.117,32.0,141.0,0.9871,3.23,0.6,8.0,0.0,4.9009970773968945
6.6,0.32,0.2,1.3,0.06,42.5,204.0,0.9951,3.59,0.5,9.2,0.0,4.984774428514364
3.8,0.69,0.5,1.8,0.115,1.0,112.0,0.9968,3.21,0.7,9.3,0.0,4.079153431944419
6.4,0.79,0.0,5.5,0.066,12.0,6.0,0.9966,3.35,0.6,9.9,1.0,4.884257035984118
7.1,0.37,0.0,1.3,0.042,24.0,6.0,0.9937,2.72,0.4,9.4,0.0,4.621259939378374
8.9,0.6,0.4,7.9,0.086,30.0,109.0,0.9998,3.27,0.6,9.3,0.0,4.315090631502236
7.2,0.46,0.6,10.4,0.05,76.0,192.0,0.9976,3.16,0.4,8.7,0.0,4.945810992953486
6.9,0.32,0.2,8.1,0.046,51.0,180.0,0.9958,3.13,0.4,8.9,0.0,4.997997229976516
8.5,0.66,0.2,2.1,0.097,23.0,111.0,0.9871,3.13,0.5,9.2,0.0,4.878512970162669
7.0,0.69,0.0,1.8,0.097,22.0,6.0,0.9871,2.72,0.5,9.2,0.0,4.641340383777061
6.4,1.01,1.1,15.5,0.0,191.3,17.0,1.0,3.53,0.6,9.1,1.0,3.174020499778179
3.8,0.08,0.4,0.6,0.048,231.7,439.7,0.9942,3.24,0.3,9.5,0.0,3.0161390257032616
6.7,1.04,0.0,2.3,0.067,19.0,32.0,0.9965,3.52,0.6,11.0,1.0,4.504433645959391
8.1,0.67,0.6,1.8,0.117,32.0,141.0,0.9968,3.17,0.6,9.4,0.0,4.403084878790775
6.2,0.35,0.2,17.9,0.069,1.0,158.0,0.9991,3.15,0.5,8.8,0.0,4.92768146077087
3.8,0.5,0.0,1.4,0.092,15.0,26.0,0.9945,2.72,0.2,10.0,1.0,4.724494375391417
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.9978,3.3,0.5,9.4,0.0,4.915107682378145
6.4,0.79,0.0,2.2,0.061,11.0,17.0,0.9959,3.53,0.6,10.4,1.0,4.961790917106988
9.5,0.88,0.3,2.3,0.084,31.0,145.0,0.9978,3.24,0.5,9.4,0.0,3.3182581929761894
7.0,0.69,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.8,9.9,1.0,4.971590928583771
7.1,0.85,0.5,8.7,0.028,40.0,184.0,0.9962,3.22,0.4,10.7,0.0,4.951110419186217
6.4,0.88,0.0,2.3,0.166,6.0,12.0,0.9955,3.56,0.5,10.8,1.0,4.700702879814365
5.3,0.76,0.0,2.7,0.043,27.0,93.0,0.9932,3.34,0.4,9.2,0.0,4.734188613010729
7.0,0.53,0.0,2.2,0.036,39.0,111.0,0.993,3.1,0.3,9.0,0.0,4.718066672958313
3.8,0.37,0.5,0.6,0.045,42.0,220.0,0.9988,2.96,0.5,8.5,0.0,4.239268677113157
6.0,0.27,0.3,4.8,0.063,31.0,201.0,0.9964,3.69,0.7,10.0,0.0,4.853129628989564
6.7,0.48,0.0,2.2,0.08,36.0,111.0,0.9952,3.1,0.5,9.7,0.0,4.810872834173427
7.8,0.48,0.3,0.6,0.08,1.0,111.0,0.9871,3.29,0.5,8.0,0.0,4.884224623549827
7.9,1.04,0.1,2.2,0.084,13.0,29.0,0.9959,3.22,0.6,9.9,1.0,4.870183011813827
10.0,0.23,0.3,14.1,0.033,45.0,166.0,0.9988,2.72,0.4,9.7,0.0,4.914901990048673
6.9,0.44,0.2,11.8,0.051,26.0,126.0,0.9975,3.23,0.5,9.1,0.0,4.979830952205071
7.9,0.6,0.1,1.6,0.069,15.0,59.0,0.9964,3.3,0.5,9.4,1.0,4.942627392762439
7.7,0.69,0.2,1.9,0.084,18.0,94.0,0.9961,3.31,0.5,9.5,0.0,4.097253800422137
4.5,0.19,0.2,0.9,0.033,89.0,159.0,0.9933,3.34,0.4,8.0,0.0,4.673465332655637
3.8,0.57,0.3,2.2,0.04,17.0,6.0,0.9938,3.51,0.5,9.7,0.0,4.641999562745963
6.4,0.37,0.2,0.6,0.043,18.0,104.0,0.9934,3.03,0.4,9.0,0.0,4.9802226172870805
10.2,0.67,0.4,1.9,0.054,6.0,17.0,0.9976,3.17,0.5,10.0,1.0,4.928829327178764
8.8,0.35,0.5,1.0,0.036,14.0,56.0,0.992,2.96,0.3,10.5,0.0,4.464361737997833
10.2,0.67,0.4,1.9,0.054,6.0,17.0,0.9976,3.17,0.5,10.0,1.0,4.928829327178764
6.8,0.63,0.0,1.3,0.058,25.0,133.0,0.9927,3.17,0.4,10.2,0.0,4.927900164716858
7.6,0.67,0.1,1.5,0.074,25.0,168.0,0.9937,3.05,0.5,9.3,0.0,4.8601001776713995
6.2,0.38,0.2,7.4,0.095,28.0,195.0,0.9977,3.53,0.7,9.2,0.0,4.790363629637607
6.1,0.7,0.1,2.4,0.104,14.0,6.0,0.9963,3.52,0.2,10.2,1.0,4.290229822069948
9.6,0.65,0.2,2.0,0.039,21.0,120.0,0.9919,3.0,1.0,12.6,0.0,4.875406177082028
8.0,0.67,0.0,2.0,0.009,30.0,6.0,0.9968,3.17,0.7,9.4,0.0,4.163156190182837
8.1,0.67,0.6,1.8,0.117,32.0,141.0,0.9968,3.17,0.6,9.4,0.0,4.403084878790775
7.0,0.53,0.0,1.0,0.036,39.0,107.0,0.993,3.2,0.3,9.0,0.0,4.599216366499869
8.2,0.61,0.4,5.4,0.03,15.0,118.0,0.9954,3.14,0.3,9.6,0.0,4.685876358651904
9.1,0.77,0.2,2.2,0.079,12.0,48.0,0.9976,3.18,0.5,9.6,1.0,4.982394825927344
7.9,0.6,0.1,1.6,0.069,15.0,59.0,0.9964,3.3,0.5,9.4,0.0,3.8197125099097256
8.2,0.37,0.3,1.7,0.028,10.0,59.0,0.9923,2.97,0.5,10.4,0.0,4.554919978202163
3.8,0.45,0.4,8.1,0.065,61.0,186.0,0.9958,3.13,0.4,8.6,0.0,4.8124859204957
7.4,0.42,0.1,1.5,0.009,1.0,117.0,0.995,2.72,0.5,9.8,0.0,4.055729291018202
7.2,0.51,0.2,10.0,0.093,35.0,197.0,0.9981,3.41,0.5,9.0,0.0,4.924638673050702
7.1,0.26,0.5,8.7,0.058,40.0,184.0,0.9965,3.65,0.4,8.0,0.0,4.663482685473725
7.1,0.37,0.1,1.2,0.055,24.0,84.0,0.9941,3.15,0.4,8.9,0.0,4.8627859860115334
6.5,0.52,0.2,1.4,0.047,5.0,26.0,0.9932,3.26,0.3,10.0,1.0,4.6562408644543165
6.7,0.75,0.1,2.0,0.086,12.0,80.0,0.9958,3.38,0.5,10.1,0.0,3.8880554948042296
6.0,0.59,0.0,2.7,0.043,30.0,6.0,0.9932,3.34,0.4,10.9,0.0,3.6034507945771153
9.0,0.43,0.3,1.5,0.05,7.0,175.0,0.9951,3.11,0.4,9.7,0.0,4.692073243289284
7.3,0.49,0.3,5.2,0.043,18.0,104.0,0.9952,3.24,0.4,10.7,0.0,4.6516435608345175
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.9991,3.15,0.5,8.8,0.0,4.997429159781942
5.3,0.76,0.0,2.7,0.043,27.0,93.0,0.9932,3.34,0.4,9.2,0.0,4.734188613010729
6.5,0.27,0.2,4.2,0.046,6.0,114.0,0.9955,3.25,0.3,8.6,0.0,4.955940016473298
7.2,0.64,0.0,9.7,0.054,25.0,6.0,0.995,2.72,0.2,8.9,0.0,4.225837413835244
3.8,0.36,0.5,1.9,0.058,42.0,140.0,0.9964,3.23,0.5,9.5,0.0,4.801015833793496
8.0,0.74,0.3,2.5,0.009,1.0,133.0,0.9871,3.06,0.4,9.7,0.0,4.770276844809987
8.3,0.62,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.1,9.1,0.0,3.0448885012169775
8.8,0.6,0.3,2.2,0.098,5.0,15.0,0.9988,3.36,0.5,9.1,1.0,4.541852641586331
6.7,0.58,0.1,1.8,0.097,15.0,65.0,0.9959,3.28,0.5,9.2,1.0,4.982060768192757
9.6,0.65,0.2,2.0,0.039,21.0,120.0,0.9919,3.0,1.0,12.6,0.0,4.875406177082028
8.2,0.92,0.3,2.1,0.088,7.0,23.0,0.9962,3.26,0.5,10.0,1.0,4.74744352311755
6.9,0.32,0.2,8.1,0.046,51.0,180.0,0.9958,3.13,0.4,8.9,0.0,4.997997229976516
7.3,0.81,0.1,11.4,0.044,45.0,204.0,0.9971,3.15,0.5,9.0,0.0,4.919499455215376
6.9,0.44,0.2,11.8,0.051,26.0,126.0,0.9975,3.23,0.5,9.1,0.0,4.979830952205071
8.0,0.74,0.2,4.0,0.05,24.0,133.0,0.9942,3.06,0.4,9.7,0.0,4.8868772032823955
7.3,0.49,0.3,5.2,0.043,18.0,104.0,0.9952,3.24,0.4,10.7,0.0,4.6516435608345175
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.5,8.8,0.0,4.99898075928994
6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.9903,3.1,0.4,10.9,0.0,4.901435294203962
7.7,0.75,0.3,3.8,0.11,34.0,89.0,0.9966,3.24,0.4,9.3,0.0,4.287435064368817
7.7,0.54,0.3,1.9,0.089,23.0,147.0,0.9964,3.26,0.6,9.7,0.0,4.787953332116732
6.7,0.41,0.0,2.8,0.048,39.0,137.0,0.9942,3.24,0.3,9.5,0.0,4.931472980426422
9.8,0.98,0.3,2.3,0.078,35.0,152.0,0.998,3.25,0.5,9.4,0.0,3.1853438897784083
7.8,0.57,0.3,1.8,0.069,26.0,120.0,0.9962,3.29,0.5,9.3,0.0,4.789351573733834
7.3,0.59,0.3,7.2,0.07,35.0,121.0,0.9981,3.37,0.5,9.4,0.0,4.896465658848636
9.1,0.77,0.2,2.2,0.079,12.0,48.0,0.9976,3.18,0.5,9.6,1.0,4.982394825927344
6.7,0.41,0.0,2.8,0.048,39.0,137.0,0.9942,3.24,0.3,9.5,0.0,4.931472980426422
7.1,0.34,0.2,1.2,0.053,61.0,183.0,0.9936,3.09,0.4,9.2,0.0,4.965989842568235
6.9,0.26,0.5,1.6,0.058,39.0,166.0,0.9965,3.65,0.5,9.4,0.0,4.800786283540283
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.9991,3.15,0.5,8.8,0.0,4.997429159781942
7.6,0.79,0.2,2.3,0.087,21.0,68.0,0.9955,3.12,0.4,9.2,0.0,4.074396712932022
6.7,0.25,0.3,1.5,0.041,118.5,216.0,0.9949,3.55,0.6,9.4,0.0,3.0098160915865697
6.2,0.35,0.2,18.1,0.069,33.0,158.0,0.9991,3.15,0.5,8.8,0.0,4.997429159781942
10.2,0.67,0.4,1.9,0.054,6.0,17.0,0.9976,3.17,0.5,10.0,1.0,4.928829327178764
7.9,0.69,0.2,2.1,0.08,33.0,141.0,0.9962,3.25,0.5,9.9,0.0,4.757852424374082
6.8,0.08,0.0,0.6,0.055,1.0,84.0,0.9941,2.72,0.2,9.3,0.0,4.814760298740952
3.8,0.49,0.3,0.6,0.043,1.0,6.0,0.9871,3.33,0.2,8.0,0.0,4.73452464432877
10.0,0.23,0.3,14.1,0.033,45.0,166.0,0.9988,2.72,0.4,9.7,0.0,4.914901990048673
9.6,0.65,0.2,2.0,0.039,21.0,120.0,0.9919,3.0,1.0,12.6,0.0,4.875406177082028
7.3,0.81,0.1,11.4,0.044,45.0,204.0,0.9971,3.15,0.5,9.0,0.0,4.919499455215376
7.3,0.49,0.3,5.2,0.043,18.0,104.0,0.9952,3.24,0.4,10.7,0.0,4.6516435608345175
3.8,0.08,0.0,0.6,0.063,1.0,6.0,0.9914,3.32,0.7,10.8,0.0,5.4379298559145575
6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.5,10.6,0.0,5.883859524030972
7.6,0.29,0.3,4.4,0.051,26.0,146.0,0.9939,3.16,0.4,10.2,0.0,5.453333883818897
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.9969,3.42,0.6,9.5,1.0,5.261656825083077
3.8,0.48,0.2,0.6,0.046,30.0,99.0,0.9928,3.24,0.4,9.6,0.0,5.066712900504585
6.6,0.19,0.3,1.8,0.035,42.0,148.0,0.992,3.15,0.4,10.2,0.0,5.7025016486843
6.2,0.34,0.2,12.1,0.059,33.0,171.0,0.9977,3.14,0.6,8.7,0.0,5.1490131421097916
12.0,0.38,0.6,2.1,0.093,6.0,24.0,0.9992,3.14,0.7,10.9,1.0,5.916402633291958
8.2,0.23,0.4,1.3,0.042,39.0,117.0,0.9928,2.99,0.4,10.0,0.0,5.455453621947853
6.8,0.24,0.3,18.3,0.046,40.0,142.0,1.0,3.3,0.4,8.7,0.0,5.316450172006513
7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.997,3.25,0.4,10.4,0.0,5.68885949800403
6.3,0.5,0.2,1.8,0.046,31.0,140.0,0.9929,3.39,0.5,10.4,0.0,5.751918271741648
6.0,0.19,0.3,12.4,0.048,50.0,147.0,0.9972,3.3,0.4,8.9,0.0,5.491225991096437
6.0,0.28,0.3,1.6,0.119,33.0,104.0,0.9921,3.19,0.4,10.2,0.0,5.71005720048451
7.5,0.51,0.0,1.7,0.084,13.0,31.0,0.9954,3.36,0.5,10.5,1.0,5.5326233579600075
6.6,0.35,0.3,14.4,0.044,54.0,177.0,0.9991,3.17,0.6,8.9,0.0,5.140346583024689
3.8,0.19,0.3,1.4,0.009,12.0,76.0,0.9905,3.25,0.4,10.9,0.0,5.763845722554558
6.2,0.31,0.2,3.3,0.052,34.0,113.0,0.9943,3.16,0.5,8.4,0.0,5.14153404131585
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.9911,3.02,0.5,11.0,0.0,5.964587492964491
7.3,0.39,0.3,2.4,0.074,9.0,46.0,0.9962,3.41,0.5,9.4,1.0,5.014315431303449
7.5,0.31,0.2,0.6,0.035,29.0,141.0,0.994,3.16,0.4,10.6,0.0,5.347046981697727
9.4,0.23,0.6,16.5,0.063,52.5,282.0,1.001,3.1,0.5,9.3,1.0,5.259218367517919
3.8,0.08,0.3,8.7,0.009,20.0,6.0,0.9967,2.72,0.3,8.0,0.0,5.876966373107149
7.0,0.23,0.3,7.2,0.041,21.0,90.0,0.9951,3.22,0.6,9.5,0.0,5.673637207247173
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.9954,3.61,0.7,11.5,1.0,5.965419588267301
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.9956,3.45,0.6,11.3,1.0,5.4076275419792985
6.1,0.21,0.2,1.4,0.046,51.0,131.0,0.9918,3.22,0.4,10.5,0.0,5.8143384513287115
8.0,0.3,0.3,5.7,0.044,31.0,124.0,0.9948,3.16,0.5,10.2,0.0,5.522809464491788
6.3,0.36,0.5,8.3,0.053,51.0,202.0,0.9955,3.2,0.5,9.6,0.0,5.355474627974868
6.7,0.46,0.2,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,1.0,5.488457672695656
9.2,0.25,0.3,1.2,0.026,31.0,93.0,0.9916,2.93,0.4,11.3,0.0,5.633373097709834
7.3,0.67,0.0,2.2,0.072,31.0,92.0,0.9957,3.32,0.7,11.1,1.0,5.478164516746324
6.2,0.31,0.2,0.6,0.028,1.0,113.0,0.993,3.47,0.5,9.7,0.0,5.500752197331622
6.3,0.27,0.5,11.8,0.037,61.0,212.0,0.9971,3.25,0.5,9.5,0.0,5.477294246644929
9.0,0.2,0.3,3.5,0.049,10.0,40.0,0.9944,3.14,0.4,9.8,0.0,5.221034679418411
6.3,0.24,0.7,1.4,0.172,24.0,108.0,0.9932,3.27,0.4,9.9,0.0,5.731279961300615
8.0,0.23,0.4,1.1,0.048,35.0,150.0,0.9917,3.09,0.5,11.2,0.0,5.972930147791865
6.4,0.37,0.4,4.8,0.041,39.5,216.5,0.9943,3.1,0.5,9.8,0.0,5.214116143095062
7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,0.0,5.9137189581459415
8.3,0.76,0.3,4.2,0.075,12.0,16.0,0.9965,3.45,0.7,11.5,1.0,5.761508955143532
6.3,0.31,0.3,2.2,0.045,20.0,77.0,0.9927,3.3,0.4,10.2,0.0,5.480188877793489
6.4,0.16,0.4,1.5,0.037,27.0,109.0,0.9934,3.38,0.5,9.8,0.0,5.927702243633329
6.5,0.35,0.3,12.4,0.051,86.0,213.0,0.9962,3.16,0.5,9.9,0.0,5.627392908965701
7.7,0.34,0.3,8.8,0.063,39.0,184.0,0.9969,3.09,0.6,9.2,0.0,5.22227718073528
6.2,0.23,0.3,0.7,0.051,24.0,111.0,0.9916,3.37,0.4,11.0,0.0,5.969923073669846
7.6,0.29,0.4,1.3,0.035,18.0,86.0,0.9908,2.99,0.4,11.3,0.0,5.755619031118546
10.9,0.53,0.5,4.6,0.118,10.0,17.0,1.0002,3.07,0.6,11.7,1.0,5.772008586688061
6.1,0.17,0.3,1.5,0.056,45.0,135.0,0.9924,3.2,0.4,10.2,0.0,5.859712158813626
7.1,0.6,0.0,2.3,0.079,24.0,37.0,0.9951,3.4,0.6,10.9,1.0,5.789987383794257
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.4,10.8,0.0,5.707100876327823
7.8,0.96,0.6,65.8,0.074,8.0,160.0,1.039,3.39,0.7,11.7,0.0,5.737807784218471
6.4,0.31,0.1,1.4,0.066,15.0,28.0,0.9946,3.42,0.7,10.0,1.0,5.868038665911535
6.8,0.32,0.2,2.2,0.044,15.0,68.0,0.9932,3.17,0.4,9.4,0.0,5.083703319575474
7.1,0.75,0.0,2.2,0.059,11.0,18.0,0.9924,3.39,0.4,12.8,1.0,5.486581935100668
7.3,0.19,0.7,1.5,0.05,31.0,156.0,0.9946,3.32,0.6,9.4,0.0,5.436895538246012
7.2,0.34,0.2,2.5,0.075,41.0,68.0,0.9959,3.37,0.5,10.1,1.0,5.540105913123674
6.2,0.08,0.2,6.4,0.045,42.0,168.0,0.9944,3.13,0.3,10.4,0.0,5.940436965918809
6.4,0.69,0.0,1.6,0.055,7.0,12.0,0.9916,3.47,0.5,12.9,1.0,5.9411380463283345
7.3,0.28,0.4,1.2,0.039,26.0,99.0,0.992,3.01,0.6,10.8,0.0,5.6728147031404115
7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.4,10.8,0.0,5.791308220306461
8.6,0.33,0.3,11.8,0.059,42.0,240.0,0.9988,3.17,0.5,10.0,0.0,5.435740030482371
6.0,0.37,0.3,1.0,0.053,31.0,218.5,0.9924,3.29,0.7,9.8,0.0,5.316292324494968
6.4,0.16,0.4,1.5,0.037,27.0,109.0,0.9934,3.38,0.5,9.8,0.0,5.927702243633329
5.6,0.08,0.5,1.6,0.047,30.0,117.0,0.9918,3.17,0.5,8.0,0.0,5.871434628354953
7.5,0.51,0.0,1.7,0.084,13.0,31.0,0.9954,3.36,0.5,10.5,1.0,5.5326233579600075
7.1,0.2,0.3,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,0.0,5.848825843453065
6.0,0.17,0.2,6.0,0.05,26.0,134.0,0.9939,3.08,0.5,9.8,0.0,5.609766630783957
9.8,0.66,0.4,3.2,0.083,21.0,59.0,0.9989,3.37,0.7,11.5,1.0,5.813607624305938
7.8,0.31,0.4,1.6,0.027,20.0,87.0,0.9911,3.15,0.5,11.9,0.0,5.982947944541908
6.8,0.27,0.1,1.3,0.04,87.0,168.0,0.992,3.18,0.4,10.0,0.0,5.460308673731994
8.6,0.26,0.4,1.2,0.034,15.0,80.0,0.9913,2.95,0.4,11.4,0.0,5.382886650100809
8.3,0.14,0.4,1.5,0.039,18.0,98.0,0.9922,3.02,0.6,11.0,0.0,5.996876865772821
10.1,0.37,0.3,2.4,0.085,5.0,17.0,0.9968,3.17,0.6,10.6,1.0,5.721640314962123
3.8,0.08,0.1,0.6,0.009,1.0,55.0,0.9929,3.36,0.2,9.8,0.0,5.01082730533013
9.3,0.5,0.4,1.8,0.084,6.0,17.0,0.997,3.27,0.8,10.8,1.0,5.959423159263875
7.0,0.29,0.4,4.9,0.034,26.0,127.0,0.9928,3.17,0.4,10.8,0.0,5.976634307505587
6.8,0.26,0.3,1.5,0.047,44.0,167.0,0.9928,3.12,0.4,10.5,0.0,5.579145996038663
7.4,0.2,0.4,17.0,0.048,43.0,190.0,0.9995,3.03,0.4,9.2,0.0,5.8674551112436335
5.9,0.4,0.1,2.4,0.056,14.0,28.0,0.9936,3.62,0.7,12.4,1.0,5.875474992336361
7.0,0.27,0.7,1.5,0.036,27.0,122.0,0.9926,3.35,0.5,11.2,0.0,5.753798618988423
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.4,10.8,0.0,5.707100876327823
7.3,0.31,0.2,6.7,0.032,30.0,138.0,0.9924,2.9,0.4,11.1,0.0,5.802738021144854
6.8,0.18,0.2,5.4,0.053,34.0,104.0,0.9944,3.3,0.4,9.4,0.0,5.8165954202247265
6.1,0.55,0.2,9.8,0.031,19.0,125.0,0.9957,3.36,0.5,10.2,0.0,5.720093324910216
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.9989,3.31,0.5,9.5,1.0,5.051214586035749
9.7,0.24,0.4,1.2,0.033,11.0,59.0,0.9926,2.74,0.5,10.8,0.0,5.446028468937423
9.7,0.24,0.4,1.2,0.033,11.0,59.0,0.9926,2.74,0.5,10.8,0.0,5.446028468937423
6.8,0.23,0.4,7.4,0.044,56.0,189.0,0.9958,3.22,0.5,9.3,0.0,5.461164933125722
5.6,0.19,0.5,1.1,0.03,28.0,117.0,0.9918,3.55,0.4,10.3,0.0,5.671237103239025
6.5,0.34,0.3,1.8,0.041,43.0,188.0,0.9928,3.13,0.4,9.6,0.0,5.259090387485119
7.1,0.18,0.7,15.6,0.044,44.0,176.0,0.9996,3.38,0.7,9.0,0.0,5.636408679990111
5.9,0.22,0.4,1.3,0.046,24.0,90.0,0.9923,3.2,0.5,10.0,0.0,5.725321297842391
5.9,0.17,0.3,0.7,0.027,5.0,28.0,0.9898,3.13,0.3,10.6,1.0,5.49408628857489
6.7,0.15,0.3,7.9,0.034,17.0,81.0,0.9951,3.29,0.3,10.0,0.0,5.821882995615437
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.4,10.1,0.0,5.8598869595441165
